row_id,search_title,title,company,term,tfidf
15,data+analyst,Data Analyst,FanDuel,sports,0.10316449325211675
15,data+analyst,Data Analyst,FanDuel,behaviors preferences,0.09625116779493244
15,data+analyst,Data Analyst,FanDuel,canada,0.09071962785937052
15,data+analyst,Data Analyst,FanDuel,advantage,0.09071962785937052
15,data+analyst,Data Analyst,FanDuel,benefits fanduel,0.0885304600063091
15,data+analyst,Data Analyst,FanDuel,wagering,0.0885304600063091
15,data+analyst,Data Analyst,FanDuel,fanduel tv,0.0885304600063091
15,data+analyst,Data Analyst,FanDuel,platform fanduel,0.0885304600063091
15,data+analyst,Data Analyst,FanDuel,preferences,0.0885304600063091
15,data+analyst,Data Analyst,FanDuel,personalization,0.0885304600063091
15,data+analyst,Data Analyst,FanDuel,racing,0.08323246357933675
16,data+analyst,Data Analyst,JE Dunn Construction,construction,0.15333851321869726
16,data+analyst,Data Analyst,JE Dunn Construction,inspired,0.1463697528036044
16,data+analyst,Data Analyst,JE Dunn Construction,compile,0.11282325665910864
16,data+analyst,Data Analyst,JE Dunn Construction,role responsibilities,0.11282325665910864
16,data+analyst,Data Analyst,JE Dunn Construction,proficiency ms,0.10511664094412124
16,data+analyst,Data Analyst,JE Dunn Construction,assigned,0.10291169489430498
16,data+analyst,Data Analyst,JE Dunn Construction,search,0.10076502561076053
16,data+analyst,Data Analyst,JE Dunn Construction,experience preferred,0.0994944812023949
16,data+analyst,Data Analyst,JE Dunn Construction,activity,0.0994944812023949
16,data+analyst,Data Analyst,JE Dunn Construction,external sources,0.09829658007048699
16,data+analyst,Data Analyst,JE Dunn Construction,analyzes,0.09506595728997194
16,data+analyst,Data Analyst,JE Dunn Construction,unsolicited,0.09506595728997194
16,data+analyst,Data Analyst,JE Dunn Construction,accept,0.09409101107222954
16,data+analyst,Data Analyst,JE Dunn Construction,key role,0.09315941040101416
16,data+analyst,Data Analyst,JE Dunn Construction,click,0.08979901900603939
17,data+analyst,Data Analyst (Junior),Amivero,support tools,0.15012130213408534
17,data+analyst,Data Analyst (Junior),Amivero,manual,0.11874650359780192
17,data+analyst,Data Analyst (Junior),Amivero,power apps,0.10680834438323204
17,data+analyst,Data Analyst (Junior),Amivero,data visualizations,0.09541871031484232
17,data+analyst,Data Analyst (Junior),Amivero,dhs,0.08593034965406832
17,data+analyst,Data Analyst (Junior),Amivero,data analysis,0.08321069021719185
17,data+analyst,Data Analyst (Junior),Amivero,visualization,0.08281218026833137
17,data+analyst,Data Analyst (Junior),Amivero,mission,0.08256604896633223
17,data+analyst,Data Analyst (Junior),Amivero,powerbi,0.08253711217142622
17,data+analyst,Data Analyst (Junior),Amivero,government,0.08214932411789087
17,data+analyst,Data Analyst (Junior),Amivero,apps,0.07806333376460031
17,data+analyst,Data Analyst (Junior),Amivero,design develop,0.07733752372944011
17,data+analyst,Data Analyst (Junior),Amivero,public,0.07698321467695904
17,data+analyst,Data Analyst (Junior),Amivero,visualizations,0.0769750254976122
17,data+analyst,Data Analyst (Junior),Amivero,local laws,0.07464797782054797
18,data+analyst,Data Analyst-No Remote,Jobot,benchmarks,0.18496875126799858
18,data+analyst,Data Analyst-No Remote,Jobot,easy,0.15956295416534078
18,data+analyst,Data Analyst-No Remote,Jobot,kpi,0.15405115380094028
18,data+analyst,Data Analyst-No Remote,Jobot,page,0.1332821693503546
18,data+analyst,Data Analyst-No Remote,Jobot,home,0.13307886891056547
18,data+analyst,Data Analyst-No Remote,Jobot,linkedin,0.13001714982064455
18,data+analyst,Data Analyst-No Remote,Jobot,experience microsoft,0.1257439964132014
18,data+analyst,Data Analyst-No Remote,Jobot,click,0.11877740303358338
18,data+analyst,Data Analyst-No Remote,Jobot,clicking,0.1177692691558502
18,data+analyst,Data Analyst-No Remote,Jobot,dynamics,0.11679651578887677
18,data+analyst,Data Analyst-No Remote,Jobot,kpis,0.10585422560838205
18,data+analyst,Data Analyst-No Remote,Jobot,minimum years,0.10341156221006183
18,data+analyst,Data Analyst-No Remote,Jobot,report,0.09654723253581467
18,data+analyst,Data Analyst-No Remote,Jobot,design develop,0.0952897755817278
18,data+analyst,Data Analyst-No Remote,Jobot,apply,0.09200330382448646
19,data+analyst,Data Analyst,Webologix Ltd/ INC,bi tableau,0.14444550305340859
19,data+analyst,Data Analyst,Webologix Ltd/ INC,master data,0.12560363246233283
19,data+analyst,Data Analyst,Webologix Ltd/ INC,reports data,0.12155508204193839
19,data+analyst,Data Analyst,Webologix Ltd/ INC,engineering strong,0.12155508204193839
19,data+analyst,Data Analyst,Webologix Ltd/ INC,python knowledge,0.12155508204193839
19,data+analyst,Data Analyst,Webologix Ltd/ INC,cleaning validation,0.12155508204193839
19,data+analyst,Data Analyst,Webologix Ltd/ INC,advanced excel,0.12155508204193839
19,data+analyst,Data Analyst,Webologix Ltd/ INC,usa,0.11975907769746227
19,data+analyst,Data Analyst,Webologix Ltd/ INC,term career,0.11975907769746227
19,data+analyst,Data Analyst,Webologix Ltd/ INC,concepts strong,0.11808703765470656
19,data+analyst,Data Analyst,Webologix Ltd/ INC,perform data,0.11808703765470656
19,data+analyst,Data Analyst,Webologix Ltd/ INC,analytics concepts,0.11808703765470656
19,data+analyst,Data Analyst,Webologix Ltd/ INC,client,0.1163333701662064
19,data+analyst,Data Analyst,Webologix Ltd/ INC,data cleaning,0.11505371287222038
19,data+analyst,Data Analyst,Webologix Ltd/ INC,experience power,0.11505371287222038
20,data+analyst,"Data Analyst II, Legal",ONE Gas,immigration,0.13325862754662057
20,data+analyst,"Data Analyst II, Legal",ONE Gas,data mining,0.12281092903592966
20,data+analyst,"Data Analyst II, Legal",ONE Gas,legal,0.12051902152085514
20,data+analyst,"Data Analyst II, Legal",ONE Gas,mining,0.11874518598082799
20,data+analyst,"Data Analyst II, Legal",ONE Gas,presentations reports,0.11497168661554061
20,data+analyst,"Data Analyst II, Legal",ONE Gas,demonstrated ability,0.10311741595922634
20,data+analyst,"Data Analyst II, Legal",ONE Gas,working knowledge,0.0990516729041247
20,data+analyst,"Data Analyst II, Legal",ONE Gas,presentations,0.09766545975483511
20,data+analyst,"Data Analyst II, Legal",ONE Gas,depth,0.0936181295582772
20,data+analyst,"Data Analyst II, Legal",ONE Gas,clearly communicate,0.09162361929022178
20,data+analyst,"Data Analyst II, Legal",ONE Gas,analytic,0.08978884770217012
20,data+analyst,"Data Analyst II, Legal",ONE Gas,employee,0.0896333428590927
20,data+analyst,"Data Analyst II, Legal",ONE Gas,methods,0.0845382313383321
20,data+analyst,"Data Analyst II, Legal",ONE Gas,interact,0.08409351509761974
20,data+analyst,"Data Analyst II, Legal",ONE Gas,sponsorship,0.08363959119889312
21,data+analyst,Data Analyst,Realtor.com,real estate,0.1305410701610986
21,data+analyst,Data Analyst,Realtor.com,estate,0.1305410701610986
21,data+analyst,Data Analyst,Realtor.com,product performance,0.1148035625778372
21,data+analyst,Data Analyst,Realtor.com,funnel,0.1069616781499472
21,data+analyst,Data Analyst,Realtor.com,home,0.10196745578493335
21,data+analyst,Data Analyst,Realtor.com,easy,0.09903508278046386
21,data+analyst,Data Analyst,Realtor.com,consumer,0.09288916131839103
21,data+analyst,Data Analyst,Realtor.com,expert guidance,0.09262279142578816
21,data+analyst,Data Analyst,Realtor.com,business performance,0.08985130471652898
21,data+analyst,Data Analyst,Realtor.com,goal,0.08985130471652898
21,data+analyst,Data Analyst,Realtor.com,buyers,0.08629600844588602
21,data+analyst,Data Analyst,Realtor.com,forefront,0.08629600844588602
21,data+analyst,Data Analyst,Realtor.com,analytics organization,0.08383392802354703
21,data+analyst,Data Analyst,Realtor.com,conversion,0.08246681942962356
21,data+analyst,Data Analyst,Realtor.com,confidence,0.08168046955310455
22,data+analyst,Data Analyst,Jiffy.com,jiffy,0.13019522722045263
22,data+analyst,Data Analyst,Jiffy.com,commerce,0.07755496445636599
22,data+analyst,Data Analyst,Jiffy.com,ecommerce,0.06134202499997385
22,data+analyst,Data Analyst,Jiffy.com,conversion,0.06095281934953681
22,data+analyst,Data Analyst,Jiffy.com,annual,0.057743751697197934
22,data+analyst,Data Analyst,Jiffy.com,customer experience,0.055759558963984206
22,data+analyst,Data Analyst,Jiffy.com,wellness,0.05418204069032658
22,data+analyst,Data Analyst,Jiffy.com,influence,0.05252134529501728
22,data+analyst,Data Analyst,Jiffy.com,overall,0.052077315144174505
22,data+analyst,Data Analyst,Jiffy.com,data analysis,0.04982992544105688
22,data+analyst,Data Analyst,Jiffy.com,processing,0.04754286227014642
22,data+analyst,Data Analyst,Jiffy.com,customer,0.045217269212061914
22,data+analyst,Data Analyst,Jiffy.com,statistical,0.04469649320487918
22,data+analyst,Data Analyst,Jiffy.com,dashboards automated,0.044195247184372975
22,data+analyst,Data Analyst,Jiffy.com,bigquery experience,0.044195247184372975
23,data+analyst,Associate Data Analyst,LatentView Analytics,formulate,0.14069008628857674
23,data+analyst,Associate Data Analyst,LatentView Analytics,pain points,0.13848015563052277
23,data+analyst,Associate Data Analyst,LatentView Analytics,pain,0.13848015563052277
23,data+analyst,Associate Data Analyst,LatentView Analytics,excel powerpoint,0.13848015563052277
23,data+analyst,Associate Data Analyst,LatentView Analytics,digital,0.11425598213333842
23,data+analyst,Associate Data Analyst,LatentView Analytics,points,0.11276039808322952
23,data+analyst,Associate Data Analyst,LatentView Analytics,desired,0.11035806668793052
23,data+analyst,Associate Data Analyst,LatentView Analytics,powerpoint,0.10676737862095824
23,data+analyst,Associate Data Analyst,LatentView Analytics,sql excel,0.1054523970479467
23,data+analyst,Associate Data Analyst,LatentView Analytics,business problems,0.10241533898465609
23,data+analyst,Associate Data Analyst,LatentView Analytics,llc,0.09916342073924465
23,data+analyst,Associate Data Analyst,LatentView Analytics,opportunities applicants,0.0877849342918295
23,data+analyst,Associate Data Analyst,LatentView Analytics,companies,0.08327796533269576
